NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,MolWt,LogP,TPSA,HDonors,HAcceptors,RotBonds,RingCount,AromaticRings,ExactMolWt
0,0,,0,0,0,0,0,0,0,0,0,TOX13979,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,407.5710000000002,2.1140000000000003,100.82000000000001,3,5,4,4,0,407.2802979
0,0,0,,,0,0,1,0,0,0,0,TOX17262,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,341.4950000000001,4.264980000000004,61.09,1,3,1,4,0,341.23547923200005
0,0,0,0,0,0,0,,0,0,0,0,TOX25007,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,247.03799999999998,-0.8442,100.67,2,3,2,1,1,246.9461938
0,0,0,0,0,0,0,,0,0,0,0,TOX5886,CCOC(=O)C1OC1c1ccccc1,192.214,1.6895999999999998,38.83,0,3,3,2,1,192.0786442
0,0,1,,1,0,0,,0,0,,0,TOX5889,ONc1ccccc1,109.12799999999997,1.4876999999999998,32.26,2,2,1,1,1,109.0527638
0,0,0,0,0,0,0,0,0,,0,0,TOX5888,O=CC(=O)c1ccccc1,134.134,1.0682,34.14,0,2,2,1,1,134.0367794
0,0,0,0,,0,0,,0,1,0,0,TOX21803,[Cu]I,190.45,0.8832000000000001,0,0,0,0,0,0,189.8340705
0,0,0,0,0,0,0,0,0,0,0,0,TOX21530,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],293.44900000000007,3.874500000000003,66.43,0,4,11,0,0,293.179204
0,0,0,0,0,0,0,,0,0,,,TOX25005,ClCc1ccc(Cl)cc1Cl,195.476,3.7322000000000015,0,0,0,1,1,1,193.9456832
0,0,0,0,0,0,0,0,0,0,0,0,TOX6867,O=C(O)CCCCCCCCC(=O)O,202.24999999999997,2.2763999999999998,74.6,2,2,9,0,0,202.1205091
0,0,0,0,0,0,0,0,0,0,0,0,TOX6864,CCCCCCCC(=O)OC,158.24099999999999,2.5199000000000007,26.3,0,2,6,0,0,158.1306798
0,0,0,0,0,0,0,0,0,0,0,0,TOX6863,CC(O)COCC(C)O,134.175,-0.2354,49.69,2,3,4,0,0,134.0942943
,,,,,,,0,,0,,,TOX31626,Cc1ccc(C(=O)C(=O)[O-])cc1C,177.179,0.2360399999999998,57.2,0,3,2,1,1,177.0557177
0,,0,0,0,0,0,0,0,0,0,0,TOX26644,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,281.29100000000005,1.2132999999999994,67.18,0,5,5,3,3,281.0931659
0,0,1,0,0,0,0,0,0,0,0,0,TOX2107,Cc1ncc[nH]1,82.106,0.7181199999999999,28.68,1,1,0,1,1,82.05309819
0,,0,1,,0,1,,0,0,,,TOX27268,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1,332.3650000000001,2.0915999999999997,100.33,1,7,5,3,3,332.08228388790997
0,0,1,,1,0,0,0,1,0,,0,TOX27264,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,359.3970000000001,2.309300000000001,73.16000000000001,3,5,2,4,2,359.15328640399997
0,0,0,0,0,0,0,,0,0,,0,TOX27265,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,466.48700000000014,2.901600000000001,133.23999999999998,3,6,9,3,2,466.1210003
0,0,0,0,,0,0,,0,0,0,0,TOX27266,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,410.42300000000023,1.9508999999999999,113.96000000000001,3,6,6,3,2,410.0947855
0,0,0,,0,0,0,,0,0,0,0,TOX27267,Cc1nc(C)nc(N2C[C@H](C)N(c3ccnc([C@@H](C)O)n3)[C@H](C)C2)n1,343.4350000000001,1.4353399999999998,91.16000000000001,1,8,3,3,2,343.21205842000006
0,0,0,0,0,0,0,1,0,0,,0,TOX27261,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,265.334,2.734800000000001,59.3,1,4,4,2,2,265.0772643
0,,0,0,0,0,,0,0,0,0,0,TOX27262,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,483.67400000000026,6.203220000000006,92.78000000000002,3,6,7,3,2,483.24432966399996
0,0,,0,0,0,0,,0,0,0,0,TOX27263,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,284.31899999999996,1.7812199999999998,79.51,2,5,2,3,2,284.1273258
1,1,0,,1,,0,,0,,0,0,TOX26647,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],440.42900000000026,0.6345999999999994,147.02,2,8,4,4,0,440.1611016778199
,,,,,,,0,,0,,,TOX28974,CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,285.77400000000006,4.258500000000003,12.47,0,2,0,4,2,285.0920418
0,0,0,0,0,0,0,,0,,0,0,TOX3721,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,813.9790000000002,3.620900000000008,184.18999999999997,0,16,9,4,0,813.4510704440002
0,0,0,0,0,0,0,0,0,0,0,0,TOX22379,CO[Si](C)(C)OC,120.22399999999999,0.9809999999999999,18.46,0,2,2,0,0,120.0606562
0,0,0,,0,0,,,0,0,1,0,TOX20283,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,267.155,4.249200000000002,20.23,1,1,2,2,2,266.0265204
0,0,1,1,,0,0,1,0,0,1,0,TOX20287,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,290.75,4.225800000000003,41.57000000000001,1,2,3,2,2,290.0822054
0,0,0,,0,0,0,0,0,0,0,0,TOX20285,CC(=O)c1ccccc1O,136.14999999999998,1.5948,37.3,1,2,1,1,1,136.0524295
0,0,0,0,0,0,1,0,0,0,0,0,TOX20284,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,239.485,3.273900000000001,37.3,1,1,2,1,1,237.9355124
0,0,0,0,0,0,0,0,0,,0,0,TOX20289,O=C(O)c1cccc(Cl)n1,157.55599999999998,1.4332,50.19,1,2,1,1,1,156.993056
0,0,0,0,,0,,0,0,0,0,0,TOX1553,CCCCCCCCCC=O,156.269,3.3260000000000023,17.07,0,1,8,0,0,156.1514153
0,0,0,0,0,0,0,0,0,0,0,0,TOX4704,Cc1ccc(C(C)(C)C)cc1,148.24900000000002,3.2925200000000014,0,0,0,0,1,1,148.1252005
0,0,0,0,0,0,0,0,0,0,0,0,TOX1557,BrCBr,173.83499999999998,1.7337,0,0,0,0,0,0,171.8523243
0,0,0,0,0,0,0,0,0,0,0,0,TOX10307,Nc1cc(Cl)cc(Cl)c1,162.019,2.5756000000000006,26.02,1,1,0,1,1,160.9799045
0,0,0,0,0,0,0,0,0,0,,0,TOX1554,CCCCCCCCCC(=O)O,172.268,3.2117000000000013,37.3,1,1,8,0,0,172.1463299
0,,0,,,,0,,,,1,,TOX1559,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,251.32599999999996,3.8954000000000035,63.370000000000005,1,3,1,1,1,251.1521435
0,0,0,0,0,0,0,0,0,0,0,0,TOX27484,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],256.40299999999996,-5.8072,321.4,0,6,0,0,0,256.02406552400004
0,0,0,0,1,0,0,0,0,0,0,0,TOX27487,CCCCCCCCCOS(=O)(=O)[O-],223.314,2.2138,66.43,0,4,9,0,0,223.1009537
0,0,0,0,0,0,0,1,0,0,0,0,TOX7249,O=Cc1ccc(C(=O)O)cc1,150.13299999999998,1.1973,54.370000000000005,1,2,2,1,1,150.0316941
0,0,0,0,0,0,0,0,0,0,0,0,TOX7244,CCC(Cl)CCl,127.014,2.2426000000000004,0,0,0,2,0,0,126.00030561599999
0,,0,,0,0,0,0,0,0,,0,TOX7247,CC(C)(O)c1ccccc1,136.194,1.914,20.23,1,1,1,1,1,136.088815
0,0,0,0,1,0,0,0,0,0,0,0,TOX7246,O=C1CCCN1,85.10600000000001,-0.1036,29.1,1,1,0,1,0,85.05276384
0,,0,0,0,0,0,0,0,0,,0,TOX7241,ClCc1ccccc1Cl,161.03099999999995,3.078800000000001,0,0,0,1,1,1,159.9846556
0,0,,0,0,0,0,1,0,0,,0,TOX7240,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,182.135,1.8114199999999998,86.28,0,4,2,1,1,182.0327567
0,0,0,0,0,0,0,0,0,0,0,0,TOX24613,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,244.34199999999987,3.891560000000003,72.3,0,4,2,2,0,244.16879663999998
0,,0,0,1,1,1,1,1,,0,,TOX24615,C=CC(=O)OCCOC(=O)C=C,170.164,0.44479999999999986,52.6,0,4,5,0,0,170.0579088
0,0,0,0,0,0,0,0,0,0,0,,TOX24616,CCCC[P+](CCCC)(CCCC)CCCC,259.43799999999993,6.204400000000007,0,0,0,12,0,0,259.2549142
0,0,0,0,0,0,0,0,0,,0,0,TOX24617,N#CCc1cccc(C(F)(F)F)c1,185.14799999999994,2.7714800000000013,23.79,0,1,1,1,1,185.0452339
0,0,0,0,0,0,0,0,0,0,0,0,TOX24618,COc1cccc(Br)c1,187.036,2.457700000000001,9.23,0,1,1,1,1,185.9680269
0,0,0,0,0,0,0,0,0,0,0,0,TOX24619,CCCCCCCCNC,143.274,2.566300000000001,12.03,1,1,7,0,0,143.1673997
0,,1,,1,0,0,,0,,,0,TOX21884,CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,300.35400000000004,4.009200000000003,36.92,0,4,6,3,2,300.13615911999995
0,0,1,,1,0,0,0,1,0,0,0,TOX3951,CC1=C(C(=O)Nc2ccccc2)SCCO1,235.30799999999996,2.620000000000001,38.33,1,3,2,2,1,235.0666997
0,0,1,,1,0,,0,0,1,,0,TOX3950,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,380.55400000000014,5.296100000000005,42.010000000000005,0,5,9,2,1,380.2133639
0,0,0,0,0,0,0,0,0,0,0,0,TOX21880,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,240.263,0.78162,67.67,0,5,1,1,1,240.1222404
0,0,1,0,,0,,,1,1,1,,TOX26235,Cc1ccc2c(Br)cc(Br)c(O)c2n1,316.98,3.773820000000001,33.120000000000005,1,2,0,2,2,314.88943804400003
0,0,1,1,1,1,,0,0,0,1,0,TOX768,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.23900000000003,2.2824000000000004,111.13000000000001,4,6,1,3,3,286.047738
0,0,0,0,0,0,0,0,0,0,0,0,TOX7312,CC(O)COc1ccccc1,152.19299999999998,1.4462,29.46,1,2,3,1,1,152.0837296
0,0,0,0,0,0,0,0,0,0,0,0,TOX760,O=P1(NCCCl)OCCCN1CCCl,261.08899999999994,1.884,41.57,1,2,5,1,0,260.0248197
,,,,,0,0,0,0,0,0,0,TOX761,C=CC(=C)C,68.119,1.7485,0,0,0,1,0,0,68.06260026
0,,0,,0,0,0,0,0,,0,0,TOX762,CC(C)O,60.096000000000004,0.38710000000000006,20.23,1,1,0,0,0,60.05751488
0,0,,,0,0,0,0,1,0,,0,TOX764,CC(C)OC(=O)Nc1cccc(Cl)c1,213.66400000000002,3.2969000000000017,38.33,1,2,2,1,1,213.0556563
0,0,0,,1,0,0,0,0,0,0,0,TOX766,CC(C)OC(=O)Nc1ccccc1,179.21900000000002,2.6435000000000013,38.33,1,2,2,1,1,179.0946287
0,0,0,0,0,0,0,0,0,0,0,0,TOX767,CC=Cc1ccc2c(c1)OCO2,162.18799999999996,2.4484000000000004,18.46,0,2,1,2,1,162.0680796
0,0,0,,0,0,0,0,0,0,0,0,TOX17072,CCCC(CCC)C(=O)[O-],143.206,0.9526999999999999,40.129999999999995,0,2,5,0,0,143.1077533
0,0,0,0,0,0,0,0,0,0,0,0,TOX21085,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37300000000005,1.5439999999999998,75.00999999999999,1,6,2,4,2,361.14378433999997
0,0,1,,,0,,,0,,,1,TOX26236,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,258.273,2.998820000000001,52.6,0,4,2,2,2,258.0892089
0,0,0,0,0,0,0,0,0,0,0,0,TOX21080,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,270.72,1.8518999999999999,71.3,1,5,6,1,1,270.0883534
0,0,0,0,1,1,0,0,0,,1,,TOX27871,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,275.39200000000005,3.886400000000002,52.32,1,3,3,2,1,275.188529
0,0,,1,,,0,,0,0,1,0,TOX27870,O=C(c1ccccc1)c1cc(Cl)ccc1O,232.666,3.2766000000000015,37.3,1,2,2,2,2,232.0291072
0,0,0,0,0,0,0,0,0,0,0,0,TOX27873,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,180.156,-3.2198,110.38000000000001,5,6,1,1,0,180.0633881
0,0,0,0,0,,0,0,0,0,1,0,TOX27872,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,240.34599999999998,4.013520000000003,17.07,0,1,1,3,1,240.1514153
0,0,0,0,0,0,0,0,0,0,0,0,TOX27875,CC(C)C[P+](C)(CC(C)C)CC(C)C,217.35699999999997,4.601800000000004,0,0,0,6,0,0,217.207964
0,0,0,0,0,0,0,0,0,0,0,0,TOX27874,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,967.0210000000009,-5.258,374.13000000000005,14,23,12,8,0,966.4307885000003
0,,,1,,,,,,,1,,TOX27876,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,483.8700000000006,12.44599999999998,0,0,0,28,0,0,483.50531522609003
0,0,0,0,1,0,0,0,0,0,0,0,TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,546.7890000000004,8.806200000000006,78.90000000000002,0,6,21,1,1,546.3920394
0,0,0,0,0,0,0,0,0,1,0,0,TOX6266,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,261.2339999999999,-3.8514,126.69000000000001,3,9,6,1,1,261.0960852
0,0,1,0,0,0,0,,0,0,,0,TOX6267,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,410.45000000000016,7.182020000000006,44.760000000000005,0,4,6,3,3,410.164696
0,0,0,1,0,0,0,0,0,0,,0,TOX6261,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,430.90700000000004,4.682900000000004,44.760000000000005,0,4,12,0,0,427.8839117
0,0,0,,0,0,0,1,1,1,0,1,TOX6262,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,297.267,-2.6319,103.59,0,9,6,4,1,297.0960852
0,0,,,,0,0,,,,,0,TOX6268,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,868.8620000000001,5.2996400000000055,370.74,4,20,9,6,6,868.0255278
0,0,0,0,0,0,0,0,0,0,0,0,TOX5074,O=C(O)c1ccc(O)cc1O,154.12099999999998,0.7959999999999998,77.76,3,3,1,1,1,154.0266087
0,,,,,,,1,,,1,,TOX5076,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,330.208,1.6896,160.88,2,8,2,3,2,330.01241515199996
0,0,0,0,0,0,0,0,0,0,1,0,TOX5070,CC1=CC(C)(C)Nc2ccccc21,173.25900000000001,3.2940000000000014,12.03,1,1,0,2,1,173.1204495
0,0,1,0,,0,,,0,,1,,TOX5078,Cc1cc(=O)oc2cc(O)cc(O)c12,192.17,1.51262,70.67,2,4,0,2,2,192.0422587
0,0,0,0,0,0,0,0,0,0,0,0,TOX5079,CC(C)CNCC(C)C,129.24699999999996,1.888,12.03,1,1,4,0,0,129.1517496
0,0,0,0,0,0,0,,0,,0,0,TOX3187,CNC1(c2ccccc2Cl)CCCCC1=O,237.7299999999999,2.897800000000001,29.1,1,2,2,2,1,237.0920418
0,0,0,0,0,0,0,,0,,0,0,TOX26230,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,344.41100000000006,1.5022199999999999,93.81,3,5,10,2,2,344.1736072
0,0,1,,1,,,,1,,1,0,TOX2399,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,268.224,3.1036,83.81,2,5,0,4,4,268.03717335600004
0,,1,,1,1,,1,1,0,,,TOX2394,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,284.267,2.8798000000000012,79.9,2,5,2,3,3,284.06847348400004
0,0,1,,1,1,1,1,0,,1,,TOX2396,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,254.24099999999999,2.8712000000000013,70.67,2,4,1,3,3,254.0579088
0,0,1,,1,1,,1,1,0,1,1,TOX2391,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,270.24,2.576800000000001,90.9,3,5,1,3,3,270.05282342000004
,,,,1,1,,1,0,0,1,,TOX2393,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,274.272,2.324500000000001,97.99000000000001,4,5,4,2,2,274.0841235
1,1,0,0,0,0,0,,0,,0,0,TOX3049,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.47900000000004,4.136700000000004,23.550000000000004,0,2,6,3,2,336.22016351599996
0,,,,0,0,0,0,0,0,,0,TOX3043,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,254.28500000000003,3.4011000000000022,54.37,1,2,5,2,2,254.0942943
0,,,,0,,0,1,0,,,,TOX3042,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.259,3.9643000000000033,64.63,1,5,4,2,1,383.0691134
0,0,0,0,0,0,0,0,0,0,0,0,TOX3041,NC(=O)OCC(COC(N)=O)c1ccccc1,238.24300000000002,0.9607999999999993,104.64000000000001,2,4,5,1,1,238.0953569
0,0,0,0,0,0,0,,0,,,0,TOX3044,CCNC(C)Cc1cccc(C(F)(F)F)c1,231.26099999999997,3.2459000000000024,12.03,1,1,4,1,1,231.1234842
0,0,0,0,0,0,0,0,0,0,0,0,TOX12412,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,288.347,2.07272,67.75999999999999,1,4,3,2,1,288.1473925
0,0,1,1,0,0,0,,0,0,,0,TOX12417,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,345.4010000000002,3.8896000000000033,56.790000000000006,1,5,8,1,1,345.11636587799995
0,0,1,,0,0,0,,0,,1,0,TOX12416,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,253.375,2.3782000000000005,62.730000000000004,2,6,4,2,1,253.13611660799998
1,1,0,,1,0,0,,0,0,0,0,TOX25254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,330.4680000000001,3.695900000000003,54.370000000000005,1,3,2,4,0,330.21949481999997
,,,,,,,0,,0,,,TOX25252,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,464.8580000000002,0.2649000000000006,181.61999999999998,6,9,2,4,1,464.0986433
0,0,0,0,0,0,0,,0,,0,0,TOX25250,CCC1(C)CC(=O)NC(=O)C1,155.19699999999997,0.8392999999999999,46.17,1,2,1,1,0,155.0946287
0,0,0,,,0,0,1,0,0,1,0,TOX22579,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,383.4670000000001,3.0231000000000012,44.81,1,4,6,4,2,383.20090529199996
0,0,0,0,0,0,0,0,0,0,0,0,TOX545,NC(=S)NNC(N)=S,150.232,-1.4322,76.1,4,2,0,0,0,150.0033882
0,0,0,0,0,0,0,,0,0,0,0,TOX546,NC(=S)C(N)=S,120.202,-0.4414,52.04,2,2,0,0,0,119.9815901
0,0,0,0,0,0,,0,0,0,0,0,TOX815,CC1CN1P(=O)(N1CC1C)N1CC1C,215.237,1.2067999999999999,26.099999999999994,0,1,3,3,0,215.11874882599997
0,0,0,0,0,0,0,0,0,0,0,0,TOX540,O=C(Oc1ccccc1)Oc1ccccc1,214.21999999999997,3.264400000000002,35.53,0,3,2,2,2,214.0629942
0,0,0,,0,,1,,1,1,,1,TOX813,C[Hg]Cl,251.078,1.2708,0,0,0,0,0,0,251.9629708
0,0,1,,0,0,,1,0,0,0,1,TOX810,S=c1[nH]cnc2[nH]cnc12,152.182,1.0154899999999998,57.36,2,3,0,2,2,152.0156671
0,1,1,,,1,1,,,1,,1,TOX811,[Hg+2],200.59,-0.0025,0,0,0,0,0,0,201.9695458
0,0,0,0,0,0,0,,0,0,,0,TOX548,CCCCCCCCCCCCNC(=N)N,227.396,3.39037,61.900000000000006,3,1,11,0,0,227.23614792799998
0,0,0,0,0,0,0,0,0,0,0,0,TOX818,CN(C)CCN(Cc1cccs1)c1ccccn1,261.394,2.7113000000000005,19.37,0,4,6,2,2,261.1299686
0,0,0,0,0,0,0,0,0,,0,0,TOX819,COc1nn(CSP(=S)(OC)OC)c(=O)s1,302.339,1.5213999999999999,62.580000000000005,0,9,6,1,1,301.96185646200007
0,0,0,0,0,0,0,0,0,0,0,,TOX26502,NC1=NCC2c3ccccc3Cc3ccccc3N12,249.31699999999998,2.4668,41.62,1,3,0,4,2,249.1265975
0,0,0,0,0,0,0,0,0,0,0,0,TOX26503,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,332.5280000000001,4.985300000000005,37.3,1,2,1,4,0,332.2715304
0,0,0,0,0,0,0,,0,,,0,TOX26500,O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,423.9130000000001,1.8602999999999985,110.05000000000001,3,6,11,2,1,423.15798987590995
0,0,0,0,0,0,1,0,0,0,0,0,TOX26501,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.827,2.4881,83.47,2,3,7,2,2,353.0488567
0,0,0,0,0,0,0,0,0,0,0,0,TOX26506,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,238.197,0.7035000000000001,73.80000000000001,1,4,3,2,2,238.0666173
0,0,,,,0,0,,,,0,0,TOX26055,COc1ccc(C=CC(=O)OCCC(C)C)cc1,248.32199999999995,3.2977000000000025,35.53,0,3,6,1,1,248.1412445
0,0,,0,0,0,0,0,0,0,0,0,TOX26504,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,347.46200000000016,3.604800000000002,48.13,2,2,5,4,3,347.1997624
0,0,0,0,1,0,0,0,0,0,0,0,TOX29089,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,274.26399999999995,0.6923199999999999,66.01,0,4,1,1,1,274.0598979
0,,1,,,,,0,0,,,1,TOX29086,Clc1ccc2cc3ccccc3cc2c1,212.679,4.6464000000000025,0,0,0,0,3,3,212.039278
0,0,0,0,0,0,0,1,0,0,0,0,TOX29087,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,226.02599999999995,2.412700000000001,8.809999999999999,0,1,3,1,1,226.12644175999998
0,0,1,,0,0,,,0,,,0,TOX26508,F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,336.41000000000014,4.649100000000004,28.259999999999998,1,2,3,6,3,336.1637915
0,0,0,0,0,0,0,,0,,0,0,TOX26509,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,283.393,2.0644,63.24,1,3,5,1,1,283.1242145
0,0,0,,0,0,,,0,1,,0,TOX29082,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,408.7680000000003,6.742000000000007,6.48,0,4,12,0,0,408.1761332
0,0,0,0,0,0,0,0,0,0,,0,TOX29083,CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,419.369,2.09032,91.19,0,5,4,1,1,419.0408173
0,,0,,1,,1,,0,,,1,TOX29080,Brc1c2ccccc2cc2ccccc12,257.13000000000005,4.755500000000002,0,0,0,0,3,3,255.9887624
0,0,,0,0,0,0,0,0,0,0,0,TOX29081,CCO/C=C1\N=C(c2ccccc2)OC1=O,217.22400000000002,1.8679,47.89,0,4,3,2,1,217.0738932
0,0,0,0,0,0,0,,0,,0,0,TOX22612,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,387.91100000000006,3.783100000000003,53.6,2,4,6,3,2,387.17135475199996
0,0,0,0,0,0,0,0,0,0,0,0,TOX22613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,369.4870000000002,1.2851000000000006,101.73,2,6,7,2,1,369.1722273
0,0,0,0,0,0,0,0,0,0,,0,TOX22614,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,317.4290000000001,3.238100000000002,38.77,0,4,4,3,1,317.1990937
0,0,0,0,0,0,0,,0,,0,0,TOX22618,Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,273.376,3.085440000000002,29.54,0,3,2,3,1,273.172879
0,0,0,0,0,0,0,0,0,0,0,0,TOX29331,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,263.281,1.2980999999999998,57.2,0,3,1,1,0,263.080299
0,0,1,,0,0,0,1,0,0,,,TOX14818,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,324.682,2.7345000000000006,83.56,0,8,5,2,2,323.9736567
0,0,0,0,0,0,0,0,0,0,0,0,TOX14816,CNC(=O)/C=C(\C)OP(=O)(OC)OC,223.16499999999996,1.0536999999999999,73.86,1,5,5,0,0,223.0609592
0,,0,,0,0,0,,0,1,0,1,TOX27673,Cc1occc1SSc1ccoc1C,226.322,4.288840000000002,26.28,0,4,3,2,2,226.0122216
